,.gexf,.gml,.graphml,.llm4tg
31n8RQhcE5vPeLb7gQeFCJgmnY6XaUTjrJ,983791,619890,876476,154658
112GPg1dkh9RANSQuLqmUXbEDU9RFRyzwx,804014,497161,704656,139847
1216YexxrcyT2BEZsE64Qz2kBxdHT2R716,794249,502887,711117,144286
18hX7nXajv2Qc3CopCgNMSob5RPqiBShee,804887,499203,702147,139299
34MmgcXpV1VJh6VYfkfkaY8qvcmTdJsAGP,794189,504278,709881,146445
115kMVerszvaDpUA3QQvjU24zjLcLcmxsR,803538,495924,702759,139631
1244wzGfSR1YzCAMT6Hw9PMhfcaiMyCz9b,789022,502266,710767,146103
13k4rgQ6b9LdBt6pvgLR5MSV6wAhujFpgq,790622,500314,705808,144818
bc1q6euupm3raay46u92tjlsdf74wj5flv5htljenj,797342,504232,706699,144288
122aHZw4zttNKF5cyNu7bVAWMga3iB5XXw,805655,494215,700783,137167
34mFxQQZmaPyprBhH4eGbDY7dtZZh3YZK3,792295,505884,706377,146579
19nc9f3i63FJd5F8zj8Rkx2AeLMN6eCE8c,796030,507370,717204,146755
bc1qahynsqr3tsxzu82av4znlfnr0vf0327w42l354,789542,501106,706914,144783
34Mmb8trn26Bmn38i4La4WjVoxfaFHX7AM,801252,495279,699435,138691
34mky8om4QEd71ya5LQ6nXeZLQttwQJXJu,812894,484753,690538,130361
115ffBZNcYSemronayMjquZrXUFsqxoEPw,800330,499930,708402,142200
1AZLR6ZQ5VNwQw5B7ivx2EXGFJJASfj55,812678,488810,693213,131768
31phLLFSVRUMH9amuf1QXQEX8qYv2iYm2m,989445,623318,881258,154957
121tfYiZdNg2RqfPz6n5odSEzhjrgps2d9,794215,504579,710704,146745
126LoScsT2KzRR4eUKMwPA8uVecasAgaAz,801155,495850,702203,138956
bc1qh57h5x3tg6p6rzajrxak3l42ghrjr8vau2efr3,833917,512694,713751,134528
1271YY2NpoXwzKtPhSH9jKTKCyKNcfNX6v,803952,495086,702520,138727
113MYKFk975awKzmkbpePeqd8DfKFWbwy8,813371,492369,699973,134668
115xeU2EEET476ucLdeRTRd1kyJfYoVTui,808293,495031,703170,137609
127QiCXLQKkD7CDPGpPbBXA6yAGYckRBR3,794012,500311,709416,143748
31hAHpePJjgirK7JiGcm73EhmDADPFvKCs,989470,623346,881288,154972
1152Kb3QYehNUcmQd9Cr8JwVqN4ZsWZb4M,791174,503742,712981,145878
31rD8vxR74irDqq7rj5ukZR1EBx7kYMDsS,808228,487783,691814,133955
32F6QAF13tcxotrCJYMTMnYkhR8tTcvrSS,956734,604011,853784,153490
bc1ql6w54mqxzgjmn5gyrlcydc28cmh5h5k9ey4e9f,839251,510345,725467,136922
bc1qajv9g6c0r6xaw7gfwllfwhfsajwz30p4juqfqj,795229,506094,713257,146478
13LP98C3QKthrCdz81qGWuCr9fpCvsdh5A,884683,560888,784076,151636
bc1qah9x2wm69c3an6z0p30jek6pt87l2yv2n7rmjf,802003,493159,687472,135243
324USoEPxxQY2zVdaXwCot5KgJrpTUdqWP,959570,605605,856425,153528
1NsbfdaS58W8B2DJPjZJGaENkPsqPCeCzg,802317,494525,699386,138851
31soLqRan94qTyjrVqoYbAWK6mFG4Nm7ah,981687,618761,874743,154633
33sAq69UYEA8M2HGiC5k4ZgAacTHMy4Wx1,793122,505667,713699,146669
bc1q8axyk4rpzvv683gdyvejynnm7trvtjun9cy8ju,797069,504181,704842,144341
115B1aVSLNu1kHAURuXPAFePywC4xQV9y8,789018,502209,710233,146067
32eNgVfgdSZtv1Vk2NUW5cy6biqhQcAWna,796860,504147,703895,145792
35Kfqq6P2kM7vGGwmtt47jWJia7ARrvmss,792940,500460,703013,147018
18HwUAXTbe4hjXqiXE4crccmuQYdd48oUo,989166,622802,887399,155414
112itjHvBGUvLmMGcuv2br34g3BcWkLgK1,806934,493838,699503,136948
127corPLVJrZjD9u8QA5FPW427b5TKWoVZ,793030,503429,710249,145558
112YSN5SG4XXNCYaGn2bx5iUu8NeA9pB2i,790939,504360,713475,146373
18HTjZTmf8tDqYmRZmi39SU2LTtkV3xcnK,793242,504596,705283,145272
bc1qaj4qv753zqxl9xdh3eumw0xxkh2nfgy9d6uxhe,794317,506823,711881,147940
31qCn6oJwnmopNmWpwaxPoaEj3TqGuGjgc,796233,500867,706583,144721
bc1qahfqrjk3cammyge33z5xy6ntr60s0le6hshazg,791230,503977,706110,146714
bc1q5p769vzvfz4cx5373ychzhhe6e2p88z0kzucj4,794480,505617,709084,145838
173Ydn6CDUVxpvb3vo2o29crkvGTKbudAD,883297,560341,790470,150575
bc1qah4r4tnmwywn6lcpmtse6sfe72h0cugauatq20,792381,506727,713898,148764
12grkTfkHXH2qsRzGWGGKSKyrbHwLXykfP,64291,40046,57329,11212
18HTouSaVX45kVCwYqf9QwZJRCtYSKEuQh,802928,492906,691897,136498
18HubDcMmjUyn25Di9WScbp2bbvwxk9kw8,797961,490282,683168,136246
11LKn8kkt3DsEVS7khTX9c41AbcDKAu7h,803126,495864,700852,139628
1JLnFHWisPoHJ2mFygDx9tFQLsr9DccTrj,795216,499567,703977,144170
124ACz7H1tinnwjdUqKeXZKS5W8SdUxinA,794569,504654,711985,146671
bc1q9dutqtskpsrutshku0wfkp7nss5z960sv4srws,795689,506758,709925,146135
18HWfJ3SFt8V9ebvkAbed6QHJ7g99Qnd1c,817375,488269,693624,128962
bc1qahgy5gaw0u4r8m4nktsh3f2rzpyv75r9lefs8a,793700,506119,711274,147736
bc1qajf8kzednf0medx7rswyhcykn2w2llzak7qc7z,885000,560659,787238,150346
31rkMsGukyLE61ixSynwAE76qmMZZTw75E,808990,489501,694682,133443
bc1qahsxcrn8wykuarvr4wteva7w5rgv8v02lp4g8t,788340,502037,707067,146549
bc1qahm5qt7ncu38lz3nyfugl5ac8vtftvs76zphn5,794181,507032,711930,147992
bc1qu9ge54zswhw866q9tmugg3p4fdpnlxtgx36vx0,819535,490913,696528,130164
115HoBvSVoMabu1dWXuYnLMmQEcMVDyCKK,806596,492392,697357,136650
32GNReMFH3st8J1txg9fMy7VnBsBQYEP7j,989561,623365,881315,154956
bc1q9f46ykm55zc7hefr5ezpkr7ff2p02lkk8hr053,794890,500791,707148,142418
127yJwCHvp2jBfhQhs89U18geedfVeoCTD,789337,502462,712011,146017
13kk8r7edjijuLKRde46eLuUmUYivZt4LB,802567,509046,721398,146105
13EB15QkdBpvakv1MZdG1cLdDhy7sP5heJ,975430,614461,871755,153368
31mvSXDwQnd3s3VMU8veouQFvRRJ4HzQ2P,813753,486486,690925,130851
32a55MywGM29zKiN9NbWZ3wsjViVe3ym7R,989107,623115,880976,154950
bc1qaj4s5s08c0pu6ws5uqhu77mx9vrfuz603qn3yy,948818,597978,848940,151913
32ef5cQ77aCy6Dxj9gokLUg8469fMMUDfm,989346,623198,881081,154920
32JQw6D95okBEuNqUxeCxfN1nGUe3XKriS,989102,623110,880948,154946
1225DJqaFasHecoEjccQ9NxYQEj7RzFYWc,798969,498645,706245,143128
327CEsdud7YFRiV7jY54iK67DiCEnQT2zt,985403,620920,877826,154755
32heKgbCUPdJJRuBZNHvSA4UFzEfNbzTYH,986504,621580,878830,154838
18hwLYnj2Nijm1F12WpY8CLoy5HjfNom5s,934232,588679,829408,151402
11EBYDtA7RKU1vvuMsfTZuDyEp8oSbsYJ,812326,492689,698629,135438
bc1q8tekrjnx4vtgtc2ulflfx7xyc3y5yf5444fmmu,813283,493671,699920,134802
18huDeKiMTQUrfYoMzwAW9Bo9DdeUQsC4k,788794,500433,704272,145964
1241gekBk8PoqTMw9fwpAhox2ERQ4EvmBC,797551,500025,707916,144268
112b5n4aqxEkLnqqQiY3GAYNKFjhVccBWG,794652,479416,677174,132397
1Mw6pgVavxbcUGX89VbN6w1Nk5HPewPhC3,811436,487796,692024,132399
34LZWrHCn846Ei63uCHWtWbndVDygsAeBx,806392,499413,704681,139220
1A2NRZ1YzF6dAMryXVrffxQMuY541ePaAG,797836,499314,704818,142714
123Gkdd9VjLxcha7dZmuqTqbXeYW2G9mzQ,801288,496163,701247,140870
33wXjibjJJBQXq6ZsccFuW2JbyBz2bpjBe,813902,483916,687648,129081
1Gr6LLqLAhPbwCpedG2ZA4jmhaHdgJmFvL,811966,487126,691492,132028
bc1q3skuc95rmh3fum79wz7v04hxvwvc9am37ztyuj,802265,500534,703690,140201
1A88teD6QqXRHBMCyCkoxxBQHpJAztUz6e,3989,2171,3560,675
115EiQtwG575x1Hc5Sykx5Zq7toXqq6r1Q,792445,503093,708977,145216
31p3DQxYzrLwVoQ7MPeHS48gJtV5BQoBbT,802135,495286,699331,139543
1CCZGq1zGDNLLuw2jy5FFdx9e4pXBoECnv,806764,492828,697356,136573
125VsPXsLAJwmbAZ6LgwjFoexBXpa4FzQU,792645,502739,713800,146836
34mJt5zFebFG46LeqGzdn2mMNHMiN7uSLQ,816392,486082,690193,130031
31mZCXnp7KTypeGNpLm5y2VxGsx64epAgy,984502,620370,877029,154746
bc1qahqsz43x253fj8w64nq47qpl2ar0ax57mpujp7,791185,503493,712475,146121
127EQxzNcR19fUm2dpMw6H1sbkGJTxWAFH,844739,534689,756496,147722
18HzVse48dS4jGddrNEoA9ZaLJKTrEFz4J,989192,622798,887381,155409
bc1qah8qq7vezatmzvpk4lfhufncfncr4d7zhsmjdj,908603,574350,808085,151543
bc1qm79vxp9smjeg9eljvdxaaf3hupxz25h3y26umh,789963,503597,703036,148344
34MKrU4rSMnbfx1s8mAcSQbcgE5tQJpouw,793089,505405,710293,146340
31iY8pTqtjvdFuc3fDi9hkzvcNoRZwR9eg,988835,622966,880779,154941
16AtJb3RD7uGGK7Criteih3oSJxPWsbRkV,834244,509526,720796,135901
127WTD1BygoXDtc9X552UaCq1KjuwMLcDq,801609,497483,707061,140622
bc1qajptpqfjpu2t65ufxw23djmtf2ftek73hj9n26,793109,504141,714429,146081
bc1qajnk9adkf2h8dwwuxuclz7qksj57txaty57emm,981361,617210,875600,153222
113qkUpn5N9JPY31dAwJ86hVkzHcfUa6DH,790094,503290,712756,145837
31wsoxJWY4Fq7ceLWsbvbvtA6rqYyeFaA2,914160,578873,818524,151551
bc1qah4lumlphxeeny8z6e967teatdswh9v3f4vhh6,792847,503831,709606,146656
31xmsjA2f2KiKWB7U2UrQuqME2axDcWnEW,983945,619207,875488,154253
18hZMLhLRzKaz8EEYXvYNqibnREpLGAHFe,816728,491443,695346,131890
18HUAoEQBYRr25UoAjapMX8LYiAJEJg9Hc,799398,496238,702433,139160
bc1qc4mr5xna3wkjp7qv58rv26setes3l0r3vcfkdx,793426,506303,712093,146747
116ZLW7QBMR3dDRRuPqN7t8WzpvYwqP6E,793710,501977,709233,143786
1GNseKGrXjvgArmwKmtuygeMXquqpD3aSV,794253,502674,709328,145324
32BdBcM6cRdb7TMxiTF695JAnHMWMYPpDA,989232,623078,880944,154896
333DFBdk9geD5CxKDf4rNzhuLxaAxaEJqC,794267,505473,709656,145810
3E6rY4dSCDW6y2bzJNwrjvTtdmMQjB6yeh,793333,505874,709189,145539
128h2qTwQk7egZDe4GpJoSmzqStLvyt2W6,810582,493993,700718,136645
139mrKKpMSRFEpXaHajVQQpoe91GHY3uyr,974736,613219,859035,153540
31yonzvk8ZCfT1JkMKx1zJRbg2wXsjudsd,989408,623248,881168,154928
18hUEDZqRSysCsFip28bGcKYQcrAQN7uBd,989450,622978,887625,155412
34MLas4LnjttKvokTjqLFyUP5MaJHL7MrH,795952,489957,682030,136238
32kSv1ArL9vEUHFWHpTh2XSxqwbamBS3jn,797532,503649,705718,143310
124nerjwaYvTKRGywtnXb5JEfRD7FG42WE,802608,498338,707777,142104
34mhB45D1TTTXyakAf18wMN5piNwPM6Uuk,788948,491534,680824,138708
115bpTYGCxhJUKTWHfMPS3gCctLrrCNrui,801766,497096,704888,138373
324oZ3zQQyFgFFJQFnqibs6At5U9wkUeFe,987059,621844,879180,154837
329AGR1hJLpdP7w5P2EsyfFcbSADtpxxrn,937754,592806,837651,152728
bc1qt264dhaa06sup6wu5qehm0c9t8vpcawwjg65fv,471160,295083,425171,76405
32gVqbCyyxjGTivaPYftWTirH7r94s6HJM,979357,617343,872648,154487
121YmsuKFpdRoTmaFvcV9X6FdTu7MsxGyH,795604,504903,711785,146399
126iT2TBq22tUH3v4iJ5ZUAePT5Zui47jf,803393,496296,703571,139843
126FsrjZgHu2uEcV75PngivCW1jTM6M4Ma,812424,492127,701143,134547
34k9habUHCX2bKLy82MbmT2jwvocPayFFU,797334,502837,705358,143977
1LYiNAhoestTS3KNbooWkswgrQ9DWW4Mjm,800569,498038,702206,141081
34pak198MtpWdMNn9ggsKNFNxurPC2hHYh,854295,538728,752599,147326
18hysA9w5wcTuBE2bumoAoe6d4ZkpMdXfa,989478,623001,887676,155412
32hgYcJmshAqEbkduQUwsNGtCZQmPP8Ba4,794990,505274,706511,145641
bc1q4tpm8xe7he7m000ufhgqlmkn0395luvh4m3wdj,813264,516578,726295,146094
33vscuhM83SBsyXTzE8YUTjAjZX8LmLDUb,858482,540495,759542,147836
18hyMWhwED1fMzBiP4DZBuHAsjce22RWoW,794608,505167,706087,146803
19KLZ9z3WSLbSSNXPEsfR5gg3nvGDRMfZb,809308,489913,693514,134593
13rvtzcYR3Y1URYU95FVtsm7AoCTRAw2ZM,816529,489033,694946,131169
bc1q6j32s52u2wswjrus4r3vspuh2zlmlxkw0vw6ze,814119,490082,696053,132025
112kEiNfPEGyTYy63o33cYTaSJSEv3Y7qV,796963,478809,676630,130903
bc1q78mj7g5akrvunu8r799gxjlu6xgu8ep4683ue8,797689,503368,704024,143438
1EuUp2FdzAbphQ9SCvMD1C19Aoa1d1SzPw,810350,488160,692014,132957
1HryLTSrYbrEZW1gwLveuprwcVFZKcqoMU,806510,490453,694110,135514
bc1qahal8a4l2sytgejqrppkgns4l4y4czd55v20ky,790043,503796,703549,148393
326cpMwV3XSGrYpp7BYaePp1wCAY7q3SLY,990016,623646,881734,154979
1555816ytMaZPA3rm4oUUvhsW3fQJzi8iJ,792237,505361,712284,147069
18hx1DGyjkKJ9z5V35pm9dhT1SLAPb5jSN,969326,609991,862306,152838
1127ruUFmD6mJesfvEkRqcqufJbcgRkzaQ,799476,498609,705947,139904
bc1q7hklv5pv26tfszvtxq00h9a6p43szuz84tw85r,797274,503665,708683,143908
bc1qgnv6mga6hpevqn0d8xsrueu2mmldys8g7zwmy3,799183,502704,711316,143738
32BLvqi4WEPuDDurKvCQRzkUyMyqifrqnW,937973,592945,837842,152744
18HUNUyApJkQEhd45ESRCcCaNoXNRzCrXu,794944,506250,714325,146548
bc1qahq3sr4hp59gynfn5ma034edmhgpp8nlngw0dp,988438,622815,883746,154421
bc1qajjyryqc8k9f0g9fwu02gu9lvzvjaejllplfq3,858837,542459,770029,147391
bc1qajaj6aqhh80j7mkank72mqarj6elhjaa66hzqg,793575,506265,712099,146786
bc1q99enej8w7xmfgu2jz08edvx8qpdtfdjv9uxvym,797191,508290,717531,146703
18HZH2vceAJN7CABWjwQZqF1y6MXymvGZn,989324,622891,887512,155411
34LwFwpCTtVNb8kmBgkqqise7qNcxSpis2,788392,492568,679835,139893
33GCkeZBQvomx9EgW8skaBXxhkQhSRfyM1,794642,505302,709420,145850
35PRajQexnyzzogMbsLwz9xf5um7FRarwn,797232,501971,703519,143742
34MLCnSBbRMriwZyM8xYJehvwYPzUWtSHB,814299,484254,688985,129401
1C19EtYpaLetvGgGKrK18NU7PynA6FRRD4,794081,506192,715460,146336
13rJBB59oXf3LZFsaJ9kvGCHR9sskvJBww,815859,486827,691607,130771
112CAGyrmCAujv1xNbZcddXVGyyh87355u,790685,504170,713667,146448
31v2y88gXdHpRGWLhmjYrxjP1PCqUg3apk,977968,616551,871469,154478
11ooZNk8Vz6tMaWzbgE6TESeDatBGKzBD,792765,504134,712114,145433
31ixi9qqcDZmpzvMXaCaey4RZzwVBPXZfs,986344,621441,878572,154810
34MDsA7oyr6V8cTLoXnyurohWQ28CthezM,793602,504665,712081,146646
34VLQQaZdQut4mbQp186h7nsKeL5oKdc23,794157,504407,711690,145734
34MEZWwrZcc2qKoS7B6mbBiYv8yVTFKcdU,813588,484236,687903,129316
125Cyk7AnH2YpBJeXnydF5jjAVty8wmak4,810061,491368,696267,134301
34Md81vN6vZzLyK82Bpb6Yx5EBMNA24WKi,792277,506524,712337,148506
122DvSG6vUnP1Xa6qZFdEVdVRgqzy9LS7n,806500,494034,699666,137195
18hwfLVTV6w96AXFFCH5ZQjq78eFDS958K,795146,505129,707453,145795
1231BWF6o8TmTBp9zSG4Pn1agVQ23upFAF,804313,498864,708058,140587
326fd5ntvFvN86nXuFRsbrPz6D6czsQowb,982543,619098,875116,154601
18HVpkcxGMffAFz1kntCy8KjTzJbJNCYCi,989445,622973,887629,155412
bc1qqah7q6ae9gldtfnqasman3uprve8534hke45ls,812219,488938,695568,131967
128RCBxAuaz8zTp6nqhKyoSoiXxw3ULdsX,793921,501860,706430,144850
1Hiv2ex5UVEsLUdGghfJ8g7MNBLyz61HZB,805629,490724,694997,135540
34LVTLJmmAGrsyiACYEVysQqwTccV9H4tW,810666,482574,688552,129668
124mWoEGt1sq6FUSN1axxBca2CwxvXGMVK,797130,501449,709213,142518
31kkPPNCP1nNqdmr4YSDFt2YydNEDiyWZW,803745,491632,696309,137243
31nwLz55SkJWoDooTnWiq3WKhyCEmZz883,982454,619066,875230,154607
31zJQ1vDD7rDRYmmY5UJrDa5AgvNaFcx97,985794,621182,878159,154806
128EeNfo9chd4L9k4vdKAYxa48TEAvfG6L,788668,501882,709517,146147
35uXsUayoz2cLAgxbeUyGq4cQnPGJBsQxD,795298,505290,709196,146289
19zWCVmvC9CjwBsxyMxSHWEGhhCy8mfLLj,810483,491337,695707,133752
bc1qaj35xvvu55s9tayrx4pvcu974nguyzqq44e9e2,793231,506086,710801,147612
122X469TYjyHyiwcJ1kuTjJuBJ8ExfqF9X,801546,495964,701591,139717
31sDzqoT9BorWHjeneBaRA9MBN4T6hrm2L,987335,622075,879535,154877
12Ku1cmWEorukHfpmtkRerxTq6TbJMPdAk,792982,504921,712014,145224
1GZSBgvEQUFKEkWo2a81Wm8s7RY6DZiEgN,808478,491694,695444,135202
13bEmjp8HKtDbzoTmhH3ZAWRSWLdGJ1acR,795782,479614,677309,130628
31iSY8svFbMbKhurmBg1ZFcQmyK1oei8MP,986968,621847,879158,154854
32eHZryK4eUzJHniZgnY54oFkDZox12L8W,795162,505832,709969,145940
13cMLqtGCPBtmEXBUtZi3Xkwn3xKagcXck,792951,505964,712608,146999
329q5sikhySNPx9BpV6HhCbRMVbenCSr5K,989904,623588,881646,154976
18HvT1hQik17QsEETuS25NyJKRhMQTxu9v,811912,492706,696969,133165
34MayWqNjztgA28pcSFpxtUA3AMjGtuHVU,787045,500040,705213,146314
35aqqGmVt7y6mbWKx5E7DCtMzoQGUFshH1,794628,505949,710207,145611
bc1qaj9ahqrj5ldsqavs9d3ly63plydq0k88xdlruy,790051,503638,703203,148424
bc1q6fasdm2xfxqhh83ntryj0rdt99v5nyhvtf9pnh,792465,506293,711794,146652
124Z2JagwgNQXmyBwiWctKTy3JgouH3Up9,812832,491784,700097,134371
12188vu3NwKxkdmWe4YHocWEQM1Pcag2wG,792396,501051,708948,144048
121Qw8mSyBz6CNEdoySb4oDM91T88MvE7Q,798737,498740,707155,144429
18HxxnPNBqxazuoL3VHDwYbCQM9GFE7r8D,788851,500283,694932,145806
123j3Jp46nFsG6Y7LfdnV3GHHGDMehrQws,807296,504185,715430,142509
122WV4FMYAdHnZYVdkhWMgcZkhY2ewK5LC,786382,500248,705865,146816
125X5VJTyvg487CvK9a3uWj6idEo8wFHKa,796104,502449,711643,143202
bc1qah92whwgnuype6mmq5x4mw7uwnvsphzp6v7wl8,811769,494820,699648,134982
13Vc1Zc7VGcy7gHfQxLbS7Gtp4az6yPM4M,803327,494153,698909,138861
13MoWLKA1iAgZDk2u3WTGv7DCYEJJhCfAA,840687,531484,749740,147353
bc1q6sczcx3uhqnsgrwa85a0xwte0jf45cl9ystvzv,907788,572256,807975,150169
325eiYBDfwFQVeCMjuHB49S1H4hymeVZpc,989818,623521,881530,154969
122vW5UxnJwYP81zMuddKSsMTth687qvvr,794128,504494,712514,144475
13XdHmfS7eASnooxqqRyxc3WepjezPnM11,801444,495467,700868,138885
114B8ii9KT96NfXjUbCp5WuretrDYiobhb,812121,492545,699291,135051
bc1q9d85mgza336cuts43t2skq94avljr588jp87e2,797422,504363,709209,144107
31rZjcM6fz1KLHtAeU6gbpQvdRBriUu8RP,811628,489197,694118,133252
11WZ2i2tDxK2eTVRPubW1bjzRWdBkinro,794387,503537,710766,146112
18HxznCmNHgu5qiKxAd6gaHzYVU5uzRJJq,810104,499724,706413,139229
bc1q2nu5vp609aha7jejflmwdqtd6rdh67cjju83az,798459,502037,703468,141918
bc1qp8zjdnftt8elak63klatjz35wr4mdtec8ynjqs,816709,494942,700737,133049
31u9Fcqufsp8YyNKr5gbSwCfyhrac7rCcB,982508,618049,873857,153962
32bYqZ2GmPDYZGqk1Ab3VT35tn3RBsgZzR,984633,620399,877071,154722
32EzDDta3hiEq3zfGuScbUD3zf3eU7kqWo,987122,621940,879297,154867
1129kyeRZLvvyt9wKXfszprCme5vUxPGEU,810003,493382,699496,136100
124tRXaqqRcY9ro4yuMg5uaVAJmftmzqpz,794275,504279,707990,147087
bc1qahr8h75vywl3a6dz9e5np5ul9w530xwk4gqml9,799669,508363,710530,146606
127Bu1QpZVB5NeWfH5hvQiffbhVyTba3hp,793764,483617,685507,134943
18HUSV766oJEpiMfcZ8CeTwuEw7yx2mokh,796275,504164,705519,145507
115x5kTJbcf3ecgGM1G3BZqV3sjC9u6uos,809629,493862,700324,136794
124mpePGM2vEqcHUK96wQXur9vS7Vn7Kdj,792491,502750,710874,145766
bc1q2m6mp60y72fh3m28dp5jmpjerqgrdyje6fnfy9,797332,503241,703548,144993
1235BSebcoRvwFqZ8NBJYyrsrfGhiYUXqe,802606,496927,703469,140217
31xhA5nhK6TbfgTX5M9MLgCNk28SGCN1Th,989876,623590,881633,154990
31s5SeTka2vkFrVJuLGArgncMjfKCbpdNY,989774,623512,881541,154970
12Je2fzpkZhcoxh1EcDYvEpWw2AZiraryx,986711,622231,879576,154718
34Mdxq1m1d7xVXvA6og4MaqfZ2btThofyj,806269,492940,696274,136446
bc1q6qdrynqfaj7maf3g53nu2va622jual3kq0jsh2,795260,504994,707825,145296
121SdDJzm1AUXrwExk8L61gLD6tZXZa5Fn,794990,503892,712145,146159
32EGUAAmuAeKMk6RmC8F4gSv4t1FyCeXAu,980599,617784,873318,154432
35RQVx5oNEY4TaUzmR2mGNxPrxTLXVL4dW,979916,618160,869879,154534
34LP2XcmAk9c9KKcVsxgoiGvqwcKaiPfao,816218,487529,692591,129448
32617rvFJusrsd2xuxWyr1AkeXZczoVs5a,990077,623695,881792,154988
34MJe6Qx3hTdLDKn1s5n2JapQVxKCDrwBr,941333,594501,837123,152942
121xrweDLyALUmztxxCA6MCsQB7L6DGf8X,797168,505868,714524,146758
12x4JSq7bJsN5LYs9bD4TW6itdJhzT5btr,860724,545844,771380,149597
33owxTQsGA3UswxMwjgXiYz1uLZtJpcQ4D,811964,489979,693681,132950
18hYj7GSW2A48nKPAr1e2ejUpovo7y921V,989066,622711,887261,155393
1GRaB2KbZYus5tphLKm8p2X1SXVKxJx1R3,809375,489756,694662,134121
31m6ergvn4KVhCtehDL6B2Ep44LqCHYooF,988146,622295,879855,154739
31oc7Qtj4axHN2cWK5gBpMcCNCFeY4sUgj,986147,621280,878349,154783
123FGZCSUwvoVkSCwZ5P4PnSU8Lk2BT9aW,799069,499518,706787,142483
34MdVMpB4L5uKaGZjmKEKuUd52mDCmGkJ6,812611,483030,689014,128679
18hXw2iTh6XzJQbv4YbqHs46C23BZP4VXa,839746,533277,748935,147817
35ibYfsjGz3neiYoDPWFrTW5uLYLFFoBpV,796660,503623,708487,144222
12GxgzHjKWabcNbHzL3MoYmPmB4bfvxEZg,2513,1314,2342,432
1KN2X7T2oni31hnZnUpjZmo2fByEbodN43,813936,485448,689518,130136
34LYUg6jXpq46mwrHZ1R4sBtESYzUxHy3U,793904,498801,696479,141763
1GhfYBxdWdd6CqX9Z2La2oJqx3oyRZ5jPv,804206,498852,705054,140681
34YgJkGm1UL9qSGxW29EYFuhUAQ8t8mNUQ,796316,503224,705926,143397
12e39f9VLwhmTxE6dyjDRwkqqZQ114bC8v,795272,502528,708924,143023
34LyE8rj53PEnzc34q8XzrLeH69veDQ74b,782776,493994,677615,142237
1251daoGyVqHz7jqKrTYH5sgt1WizNen3a,792498,503580,713210,145122
1152CTtAxntMcRGtNZTFSPacAn6KAN4tVR,813131,487517,692754,131008
13L1HnKRtSDxa7KyBwiVB8sqbcCAJDpX9x,787713,501038,711082,145573
31mBvcFmQQLXLofR6pMHcLMUXHY4MGN1gh,989690,623470,881457,154974
34aw3DCqUNncAbyD8DPxcMyQEdht2jQVzy,799820,508951,713044,146302
33XegnSY73GwdpJH54aaeHq9mUVuuw62kZ,795905,502474,708709,143664
34LPUzmMM3x3FQdyvogsNE5Lo5MRkEQfXT,782331,494112,677412,142444
18HvzByVcLaJv1dVonAFb2dvxMp4h1wguX,794879,505861,708295,146240
127L3MjMS83dczUQkkGBTNqiyzits3XvoK,846566,524041,743191,142474
18HzNuz7VM4pco5oStRKr35WSux5KX3apZ,989485,623008,887684,155412
125hj8v4pHhPJEz5E8qUMzj589ryYQ4oi7,817739,489649,694911,130635
12iPSuHtkZ9ap9Yh8pidCsDRWtkt7sAg1u,813351,492668,699651,133509
327Zo7v7rTPng3R12nfTzRQN79Zj9QQZgN,987169,621957,879272,154865
18hTjRCxRgijk6Y4eKojjsvWmBDVf6E5yu,791063,497142,693269,144879
115a3gtjmdX9o5TCU6cuBgg9V7orC8BknJ,810252,487363,692687,132935
32GNHN2CmvtQR14zPxJmHLFtutvvZzDqkG,989977,623604,881680,154966
bc1qah8047g0adg6sf7xnlxa3c0gxeqszcvsfel688,797147,507493,715668,147517
18Hytxga925kEZtxv23hJqbATTA94sJ6sy,798960,489769,683749,135511
1KyAvpDvhFowvsMgRy4iB8YnQpGKXwU4g7,801390,495316,700854,138786
18HyNCP1DgsstcLvjjyRFNFQ8HudhMccU6,791244,503096,702693,146872
34MDLeA1y1g3q3spS2KYqAVJb9xUTsmWDu,817377,487215,691518,129141
1244ig6hF16cRAXwGr5s94BQTV3DjndFWK,799314,497502,706067,139754
bc1qahmv0p6tsd0gxm5tjm0r2ajmkuxymsg8vvdwdz,790760,502491,703233,147441
34MLkwq2xDEwzPLe3efzFJUwA1GKuGsSNi,792390,506617,710940,147789
18hTT9SFpNXzb33EuvFMLctmQeMTHppKn2,817328,488137,691270,128730
34SqDKBJ3JLb7Mutwrr6FoWXBXn7Kj1hTu,813846,484370,688725,130109
1271gh3rEpEwiBT7dYVY1E2uJVKynbqW6X,795515,502617,709609,143804
31jewkY5DyUirdj8BZd25ui3Q7zeQ7KJjX,809638,489187,693659,133767
32C4jQy9TYheWcEDMHiWGYvR8wWwm4ciCT,983216,619669,876032,154697
124M7dgYF16j3Ln8Sr5JEGwRYZ6fTi1hcK,812357,492272,697348,133731
31pnBmjUAa8D8TJS7Co67qgx1bpUJy6z13,802706,493528,699135,138796
18HxNgWCVzjkMco85HJ9uMbF8Pxa7phPBK,984422,619064,882077,154588
bc1q5k2wn58dymmg2tpc7hapd5rk6w36uml6vdunt3,795178,504972,705970,145079
18bNTJUQhRhKBy6fjccfhNPUATzzwbQqoV,807037,490362,694252,135305
18hZgzT7FYgSWUHYUmFGFceA35Ac89yucu,797936,508639,715488,147725
123LFgyiPSMqYs4zUCrf7pE1rvwwY1XX4G,808973,487985,692721,134569
